NO_OF_FRAMES	946
NO_OF_DATA_TYPES	3
FREQUENCY	300
TIME_STAMP	2024-02-02, 15:30:35
DATA_INCLUDED	Position
DATA_TYPES	r_hip_pos_X	r_hip_pos_Y	r_hip_pos_Z


227.631	472.507	987.979
227.738	472.489	987.976
227.845	472.471	987.973
227.954	472.453	987.971
228.064	472.434	987.969
228.175	472.415	987.967
228.287	472.395	987.965
228.401	472.376	987.962
228.515	472.356	987.960
228.631	472.337	987.958
228.748	472.317	987.957
228.866	472.298	987.955
228.984	472.278	987.954
229.104	472.259	987.953
229.224	472.240	987.952
229.345	472.221	987.951
229.468	472.203	987.949
229.590	472.185	987.948
229.714	472.168	987.946
229.839	472.150	987.945
229.964	472.134	987.943
230.090	472.117	987.941
230.217	472.101	987.939
230.344	472.085	987.937
230.472	472.070	987.934
230.601	472.055	987.932
230.730	472.041	987.929
230.860	472.027	987.926
230.991	472.014	987.923
231.122	472.001	987.919
231.253	471.989	987.916
231.385	471.978	987.913
231.517	471.968	987.909
231.650	471.958	987.905
231.783	471.950	987.901
231.915	471.942	987.896
232.048	471.935	987.891
232.181	471.928	987.885
232.314	471.922	987.879
232.448	471.917	987.873
232.581	471.912	987.866
232.714	471.908	987.858
232.848	471.905	987.850
232.981	471.901	987.841
233.115	471.899	987.832
233.248	471.897	987.823
233.382	471.896	987.812
233.515	471.895	987.802
233.648	471.895	987.791
233.780	471.895	987.780
233.913	471.896	987.769
234.045	471.897	987.757
234.176	471.899	987.745
234.307	471.902	987.732
234.438	471.906	987.720
234.567	471.910	987.707
234.696	471.914	987.694
234.825	471.920	987.681
234.953	471.925	987.667
235.080	471.931	987.654
235.207	471.938	987.640
235.332	471.944	987.626
235.458	471.951	987.612
235.582	471.959	987.598
235.706	471.966	987.584
235.829	471.974	987.570
235.952	471.982	987.556
236.073	471.990	987.542
236.195	471.998	987.528
236.315	472.007	987.515
236.434	472.016	987.501
236.553	472.025	987.488
236.671	472.034	987.475
236.789	472.044	987.462
236.905	472.054	987.450
237.020	472.064	987.437
237.135	472.075	987.425
237.249	472.085	987.413
237.362	472.096	987.401
237.475	472.106	987.389
237.586	472.117	987.377
237.697	472.127	987.366
237.807	472.138	987.355
237.917	472.148	987.343
238.025	472.158	987.332
238.133	472.168	987.321
238.241	472.178	987.311
238.348	472.188	987.300
238.454	472.197	987.289
238.560	472.207	987.279
238.665	472.216	987.268
238.769	472.225	987.257
238.873	472.234	987.247
238.976	472.244	987.237
239.079	472.252	987.226
239.181	472.261	987.216
239.282	472.269	987.206
239.383	472.278	987.196
239.483	472.286	987.186
239.583	472.294	987.176
239.682	472.302	987.166
239.780	472.310	987.156
239.878	472.317	987.146
239.975	472.325	987.135
240.072	472.332	987.125
240.168	472.339	987.115
240.264	472.346	987.104
240.359	472.353	987.094
240.454	472.359	987.084
240.548	472.365	987.073
240.641	472.371	987.062
240.734	472.377	987.051
240.826	472.383	987.040
240.918	472.388	987.029
241.009	472.394	987.017
241.099	472.399	987.006
241.189	472.404	986.994
241.278	472.409	986.983
241.367	472.414	986.971
241.454	472.419	986.959
241.541	472.423	986.948
241.628	472.428	986.936
241.713	472.433	986.924
241.798	472.437	986.912
241.882	472.442	986.900
241.965	472.446	986.888
242.048	472.450	986.876
242.130	472.454	986.863
242.211	472.457	986.850
242.291	472.461	986.837
242.371	472.465	986.824
242.450	472.468	986.811
242.528	472.472	986.798
242.606	472.476	986.784
242.683	472.479	986.770
242.759	472.483	986.756
242.835	472.486	986.742
242.911	472.489	986.728
242.986	472.492	986.714
